  16  104   28  120   40
X (abs(X) < 0.80 cm; step 0.10 cm) vs. X divergence (abs(dvrgX) < 5.4 mr; step 0.10 mr)
     0     1     0     0     0     0     0     2     1     1     1     2     0     7     1     1
     0     1     2     2     0     2     1     0     1     2     1     3     0     2     1     0
     3     1     1     0     0     1     1     1     2     1     0     1     0     3     4     0
     4     1     1     2     2     1     0     0     0     1     3     2     1     1     3     0
     0     0     2     3     2     1     2     3     1     0     0     0     1     2     1     1
     0     0     1     2     2     1     2     0     0     0     2     1     2     0     1     2
     1     2     1     1     2     2     0     0     1     1     0     2     0     0     2     1
     2     1     0     0     1     1     1     1     0     1     2     1     1     0     1     0
     1     0     2     2     2     2     3     0     1     2     1     0     1     0     0     0
     0     2     0     0     2     0     0     2     2     2     1     1     1     1     1     0
     4     1     0     4     2     0     1     0     0     0     2     2     1     1     1     0
     0     0     2     1     2     0     1     0     0     2     0     1     0     0     1     3
     1     0     1     0     1     0     2     0     0     1     0     1     2     0     2     3
     0     0     3     0     3     0     1     0     3     1     4     0     0     1     2     1
     2     2     1     3     1     0     0     0     0     0     2     4     1     0     0     4
     0     3     1     0     0     0     0     1     2     1     0     5     1     2     1     0
     0     1     0     2     3     2     0     1     2     0     0     1     1     1     1     0
     0     0     2     1     1     3     3     0     1     1     1     2     1     1     2     1
     1     1     0     0     0     0     1     0     1     0     1     1     2     1     1     0
     0     1     1     0     1     0     0     0     3     1     1     1     1     0     2     2
     2     0     0     1     0     2     1     2     1     0     1     0     0     0     1     3
     0     0     0     1     0     1     1     0     0     1     2     1     0     1     2     0
     0     1     2     1     1     1     1     1     0     1     0     0     3     0     1     1
     3     0     0     1     1     0     2     0     1     2     0     2     0     0     2     1
     1     3     0     1     0     0     3     2     0     0     0     0     1     1     0     0
     4     2     0     0     0     0     2     3     0     1     1     0     2     0     2     2
     0     2     1     1     2     0     0     0     1     1     2     1     1     0     1     1
     2     3     0     0     0     2     1     1     1     0     0     1     0     0     1     2
     0     0     1     0     0     1     1     1     2     0     1     1     0     1     0     1
     2     2     0     2     2     0     2     1     1     0     1     0     1     0     1     0
     5     0     0     1     1     0     1     0     1     1     1     2     0     0     1     1
     3     1     1     3     0     2     0     0     0     4     1     3     0     0     1     0
     3     3     0     1     1     0     0     0     0     0     0     1     0     0     0     1
     3     3     1     0     1     1     0     0     0     3     1     0     0     1     1     2

Y (abs(Y) < 1.40 cm; step 0.10 cm) vs. Y divergence (abs(dvrgY) < 6.0 mr; step 0.10 mr)
     0     0     0     0     2     1     0     0     0     0     0     0     0     1     2     1     0     3     1     1     0     1     0     1     0     0     0     0
     0     0     0     1     0     0     1     0     0     0     1     0     1     1     4     2     2     3     5     0     1     1     1     0     0     1     0     0
     0     0     1     0     1     0     0     0     0     0     1     0     0     2     6     1     2     3     0     2     1     2     0     0     0     0     0     0
     0     0     0     0     0     0     1     0     1     0     0     0     0     0     1     2     1     3     3     1     0     2     1     0     1     0     0     0
     0     1     0     0     0     1     0     0     0     0     1     0     1     0     0     3     2     3     5     3     1     0     0     0     1     0     0     0
     0     1     0     0     1     0     1     0     1     0     0     0     1     0     0     0     2     0     0     2     1     3     3     1     2     1     0     0
     0     0     0     1     1     0     0     1     0     0     1     1     0     0     1     0     1     1     3     2     0     0     1     5     2     3     0     0
     1     0     0     0     0     1     1     1     1     1     0     0     1     1     1     0     0     0     4     1     2     1     0     0     1     1     0     0
     0     0     0     0     0     0     1     0     1     0     1     2     1     0     0     0     0     0     5     5     5     3     1     2     0     1     0     0
     0     0     0     0     0     0     0     2     0     0     0     0     0     2     0     1     0     1     3     2     2     1     0     1     4     2     2     1
     0     0     0     0     1     0     0     1     0     0     1     0     1     0     1     0     0     0     0     1     1     4     3     2     1     3     2     2
     0     0     0     0     0     1     0     0     0     1     0     0     0     0     0     0     0     0     0     0     2     1     2     1     0     3     1     2
     0     0     0     0     0     0     2     0     0     1     1     0     0     0     0     0     0     0     0     2     1     3     0     4     1     0     1     2
     2     0     0     0     0     1     1     0     0     0     1     1     0     0     0     0     0     0     0     0     0     0     2     5     1     0     1     0
     0     0     0     0     2     0     1     1     0     1     0     0     0     1     0     1     0     2     1     1     0     0     2     3     3     1     0     2
     0     0     1     1     0     0     1     1     1     3     1     1     0     0     0     0     0     0     1     0     0     1     0     3     3     2     2     1
     0     0     0     0     2     0     1     1     0     1     1     1     0     0     0     0     0     0     0     0     1     0     1     0     7     5     1     3
     0     0     0     0     0     0     0     0     0     0     1     1     0     0     0     0     1     0     1     0     0     0     1     0     1     4     2     3
     0     0     0     0     0     1     0     1     0     0     1     0     0     0     0     0     0     0     0     0     0     0     0     1     0     3     8     4
     0     0     1     2     1     0     0     0     0     1     0     0     0     0     0     0     0     2     1     0     1     1     0     1     1     0     2     5
     0     3     0     2     0     1     1     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     0     0     1     1     4     6
     0     0     1     1     0     0     0     0     0     0     0     1     0     1     2     1     0     1     0     0     0     0     0     0     0     1     2     5
     0     0     1     1     1     2     0     0     0     0     0     0     0     0     1     0     1     0     0     0     0     0     0     0     0     2     1     5
     0     1     0     0     0     2     2     0     0     2     1     0     0     0     0     0     0     0     0     1     0     0     0     1     1     0     1     3
     0     1     0     1     0     1     2     0     0     1     1     0     0     0     1     1     1     0     1     0     0     1     0     1     1     1     1     3
     1     2     0     1     0     0     1     0     3     1     1     0     0     0     1     0     0     2     0     0     0     0     0     0     0     0     4     2
     0     0     0     0     1     0     0     1     0     1     1     1     0     0     0     1     0     1     1     1     0     0     0     0     1     0     1     6
